matkul,nim,nilai_angka,user,item,rating
Probabilitas dan Statistik,H1051211091,2.0,371,159,0.5
Semester Proyek 2,H1051211091,0.0,371,171,0.0
Sistem & Sirkuit,H1051211091,1.0,371,177,0.25
Sistem Operasi,H1051211091,2.0,371,189,0.5
Sistem Waktu Nyata,H1051211091,0.0,371,193,0.0
Teknik dan Sistem Digital,H1051211091,3.0,371,205,0.75
Bahasa Indonesia,H1051211092,4.0,372,12,1.0
Bahasa Inggris I,H1051211092,4.0,372,14,1.0
Dasar Pemrograman,H1051211092,3.0,372,25,0.75
Fisika I,H1051211092,4.0,372,38,1.0
Jaringan Komputer,H1051211092,4.0,372,47,1.0
Kalkulus,H1051211092,3.0,372,52,0.75
Keamanan Sistem,H1051211092,4.0,372,56,1.0
Kecerdasan Buatan,H1051211092,4.0,372,59,1.0
Matematika Diskrit,H1051211092,4.0,372,97,1.0
Metode Numerik,H1051211092,3.0,372,99,0.75
Organisasi & Arsitektur Komputer,H1051211092,4.0,372,105,1.0
Pancasila,H1051211092,4.0,372,109,1.0
Pemrograman Web,H1051211092,4.0,372,119,1.0
Pengenalan Teknologi Informasi,H1051211092,3.0,372,134,0.75
Periperal dan Interface,H1051211092,4.0,372,144,1.0
Probabilitas dan Statistik,H1051211092,4.0,372,159,1.0
Robotika,H1051211092,3.5,372,169,0.875
Sistem & Sirkuit,H1051211092,3.0,372,177,0.75
Sistem Tertanam,H1051211092,3.0,372,192,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211092,4.0,372,204,1.0
Bahasa Indonesia,H1051211093,4.0,373,12,1.0
Bahasa Inggris I,H1051211093,4.0,373,14,1.0
Dasar Pemrograman,H1051211093,3.0,373,25,0.75
Digital Forensik,H1051211093,3.5,373,31,0.875
Fisika I,H1051211093,4.0,373,38,1.0
Jaringan Komputer,H1051211093,4.0,373,47,1.0
KKM/Kerja Praktek,H1051211093,4.0,373,51,1.0
Kalkulus,H1051211093,4.0,373,52,1.0
Kecerdasan Buatan,H1051211093,3.0,373,59,0.75
Komputer dan Masyarakat,H1051211093,4.0,373,68,1.0
Matematika Diskrit,H1051211093,4.0,373,97,1.0
Metodologi Penelitian,H1051211093,4.0,373,100,1.0
Organisasi & Arsitektur Komputer,H1051211093,4.0,373,105,1.0
Pancasila,H1051211093,4.0,373,109,1.0
Pemrograman Mobile,H1051211093,4.0,373,116,1.0
Pemrograman Web,H1051211093,4.0,373,119,1.0
Pengenalan Teknologi Informasi,H1051211093,4.0,373,134,1.0
Pengolahan Sinyal Digital,H1051211093,4.0,373,135,1.0
Periperal dan Interface,H1051211093,4.0,373,144,1.0
Probabilitas dan Statistik,H1051211093,3.0,373,159,0.75
Robotika,H1051211093,3.5,373,169,0.875
Semester Proyek 2,H1051211093,4.0,373,171,1.0
Sistem & Sirkuit,H1051211093,2.0,373,177,0.5
Teknik Penulisan & Seminar Ilmiah,H1051211093,3.5,373,204,0.875
Tranduser dan Sensor,H1051211093,4.0,373,207,1.0
Bahasa Indonesia,H1051211094,4.0,374,12,1.0
Bahasa Inggris I,H1051211094,4.0,374,14,1.0
Dasar Pemrograman,H1051211094,4.0,374,25,1.0
Fisika I,H1051211094,4.0,374,38,1.0
Jaringan Komputer,H1051211094,4.0,374,47,1.0
KKM/Kerja Praktek,H1051211094,4.0,374,51,1.0
Kalkulus,H1051211094,3.0,374,52,0.75
Matematika Diskrit,H1051211094,4.0,374,97,1.0
Metode Numerik,H1051211094,0.0,374,99,0.0
Metodologi Penelitian,H1051211094,4.0,374,100,1.0
Organisasi & Arsitektur Komputer,H1051211094,3.0,374,105,0.75
Pemrograman Web,H1051211094,4.0,374,119,1.0
Pengenalan Citra dan Pola,H1051211094,3.5,374,133,0.875
Pengenalan Teknologi Informasi,H1051211094,3.0,374,134,0.75
Probabilitas dan Statistik,H1051211094,4.0,374,159,1.0
Robotika,H1051211094,3.0,374,169,0.75
Sistem Tertanam,H1051211094,3.0,374,192,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211094,4.0,374,204,1.0
Tranduser dan Sensor,H1051211094,2.5,374,207,0.625
Tugas Akhir,H1051211094,4.0,374,208,1.0
Bahasa Indonesia,H1051211095,3.5,375,12,0.875
Bahasa Inggris I,H1051211095,4.0,375,14,1.0
Dasar Pemrograman,H1051211095,3.5,375,25,0.875
Fisika I,H1051211095,4.0,375,38,1.0
KKM/Kerja Praktek,H1051211095,0.0,375,51,0.0
Kalkulus,H1051211095,3.0,375,52,0.75
Keamanan Sistem,H1051211095,1.0,375,56,0.25
Komunikasi Data,H1051211095,4.0,375,69,1.0
Matematika Diskrit,H1051211095,4.0,375,97,1.0
Metodologi Penelitian,H1051211095,3.0,375,100,0.75
Organisasi & Arsitektur Komputer,H1051211095,3.0,375,105,0.75
Pemrograman Multimedia & Animasi,H1051211095,4.0,375,117,1.0
Pemrograman Web,H1051211095,4.0,375,119,1.0
Pemrosesan Pararel,H1051211095,3.5,375,123,0.875
Pengenalan Teknologi Informasi,H1051211095,4.0,375,134,1.0
Perancangan Logika Lanjut,H1051211095,2.0,375,138,0.5
Periperal dan Interface,H1051211095,3.0,375,144,0.75
Probabilitas dan Statistik,H1051211095,4.0,375,159,1.0
Robotika,H1051211095,3.0,375,169,0.75
Sistem & Sirkuit,H1051211095,1.0,375,177,0.25
Teknik Penulisan & Seminar Ilmiah,H1051211095,3.5,375,204,0.875
Teknik dan Sistem Digital,H1051211095,4.0,375,205,1.0
Tranduser dan Sensor,H1051211095,3.5,375,207,0.875
Bahasa Indonesia,H1051211096,4.0,376,12,1.0
Bahasa Inggris I,H1051211096,4.0,376,14,1.0
Dasar Pemrograman,H1051211096,4.0,376,25,1.0
Fisika I,H1051211096,4.0,376,38,1.0
Jaringan Komputer,H1051211096,4.0,376,47,1.0
KKM/Kerja Praktek,H1051211096,4.0,376,51,1.0
Kalkulus,H1051211096,3.0,376,52,0.75
Komputer dan Masyarakat,H1051211096,4.0,376,68,1.0
Matematika Diskrit,H1051211096,4.0,376,97,1.0
Metode Numerik,H1051211096,4.0,376,99,1.0
Metodologi Penelitian,H1051211096,4.0,376,100,1.0
Organisasi & Arsitektur Komputer,H1051211096,4.0,376,105,1.0
Pemodelan dan Simulasi,H1051211096,4.0,376,111,1.0
Pemrograman Web,H1051211096,4.0,376,119,1.0
Pengenalan Teknologi Informasi,H1051211096,3.5,376,134,0.875
Pengolahan Sinyal Digital,H1051211096,4.0,376,135,1.0
Periperal dan Interface,H1051211096,4.0,376,144,1.0
Probabilitas dan Statistik,H1051211096,3.0,376,159,0.75
Robotika,H1051211096,3.5,376,169,0.875
Sistem & Sirkuit,H1051211096,3.0,376,177,0.75
Sistem Tertanam,H1051211096,4.0,376,192,1.0
Teknik Penulisan & Seminar Ilmiah,H1051211096,4.0,376,204,1.0
Bahasa Indonesia,H1051211097,0.0,377,12,0.0
Bahasa Inggris I,H1051211097,0.0,377,14,0.0
Dasar Pemrograman,H1051211097,0.0,377,25,0.0
Fisika I,H1051211097,0.0,377,38,0.0
Kalkulus,H1051211097,0.0,377,52,0.0
Matematika Diskrit,H1051211097,0.0,377,97,0.0
Pengenalan Teknologi Informasi,H1051211097,0.0,377,134,0.0
Bahasa Indonesia,H1051211098,3.0,378,12,0.75
Bahasa Inggris I,H1051211098,3.0,378,14,0.75
Dasar Pemrograman,H1051211098,2.0,378,25,0.5
Fisika I,H1051211098,2.5,378,38,0.625
Kalkulus,H1051211098,1.0,378,52,0.25
Matematika Diskrit,H1051211098,3.0,378,97,0.75
Pengenalan Teknologi Informasi,H1051211098,3.5,378,134,0.875
Bahasa Indonesia,H1051211099,4.0,379,12,1.0
Bahasa Inggris I,H1051211099,4.0,379,14,1.0
Dasar Pemrograman,H1051211099,4.0,379,25,1.0
Fisika I,H1051211099,4.0,379,38,1.0
Jaringan Komputer,H1051211099,4.0,379,47,1.0
Kalkulus,H1051211099,3.0,379,52,0.75
Keamanan Sistem,H1051211099,4.0,379,56,1.0
Kecerdasan Buatan,H1051211099,4.0,379,59,1.0
Matematika Diskrit,H1051211099,4.0,379,97,1.0
Pancasila,H1051211099,4.0,379,109,1.0
Pemodelan dan Simulasi,H1051211099,4.0,379,111,1.0
Pemrograman Multimedia & Animasi,H1051211099,4.0,379,117,1.0
Pemrograman Web,H1051211099,4.0,379,119,1.0
Pengenalan Citra dan Pola,H1051211099,3.0,379,133,0.75
Pengenalan Teknologi Informasi,H1051211099,3.5,379,134,0.875
Periperal dan Interface,H1051211099,4.0,379,144,1.0
Probabilitas dan Statistik,H1051211099,3.0,379,159,0.75
Robotika,H1051211099,3.5,379,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051211099,4.0,379,204,1.0
Tugas Akhir,H1051211099,4.0,379,208,1.0
Bahasa Indonesia,H1051211100,4.0,380,12,1.0
Bahasa Inggris I,H1051211100,4.0,380,14,1.0
Dasar Pemrograman,H1051211100,3.0,380,25,0.75
Fisika I,H1051211100,4.0,380,38,1.0
Interaksi Manusia dan Komputer,H1051211100,4.0,380,45,1.0
Jaringan Komputer,H1051211100,4.0,380,47,1.0
Kalkulus,H1051211100,0.0,380,52,0.0
Keamanan Jaringan,H1051211100,4.0,380,55,1.0
Keamanan Sistem,H1051211100,4.0,380,56,1.0
Kecerdasan Buatan,H1051211100,4.0,380,59,1.0
Matematika Diskrit,H1051211100,4.0,380,97,1.0
Organisasi & Arsitektur Komputer,H1051211100,4.0,380,105,1.0
Pancasila,H1051211100,4.0,380,109,1.0
Pemrograman Web,H1051211100,4.0,380,119,1.0
Pengenalan Teknologi Informasi,H1051211100,4.0,380,134,1.0
Periperal dan Interface,H1051211100,4.0,380,144,1.0
Probabilitas dan Statistik,H1051211100,4.0,380,159,1.0
Robotika,H1051211100,4.0,380,169,1.0
Sistem & Sirkuit,H1051211100,2.0,380,177,0.5
Sistem Tertanam,H1051211100,4.0,380,192,1.0
Teknik Penulisan & Seminar Ilmiah,H1051211100,4.0,380,204,1.0
Bahasa Indonesia,H1051211101,0.0,381,12,0.0
Bahasa Inggris I,H1051211101,0.0,381,14,0.0
Dasar Pemrograman,H1051211101,0.0,381,25,0.0
Fisika I,H1051211101,0.0,381,38,0.0
Kalkulus,H1051211101,0.0,381,52,0.0
Matematika Diskrit,H1051211101,0.0,381,97,0.0
Pengenalan Teknologi Informasi,H1051211101,0.0,381,134,0.0
Agama,H1051211102,4.0,382,0,1.0
Bahasa Indonesia,H1051211102,3.5,382,12,0.875
Bahasa Inggris I,H1051211102,3.0,382,14,0.75
Bahasa Inggris II,H1051211102,0.0,382,15,0.0
Dasar Pemrograman,H1051211102,2.0,382,25,0.5
Fisika I,H1051211102,1.5,382,38,0.375
Kalkulus,H1051211102,2.0,382,52,0.5
Matematika Diskrit,H1051211102,4.0,382,97,1.0
Pancasila,H1051211102,3.0,382,109,0.75
Pengenalan Teknologi Informasi,H1051211102,2.0,382,134,0.5
Bahasa Indonesia,H1051211103,3.5,383,12,0.875
Bahasa Inggris I,H1051211103,4.0,383,14,1.0
Dasar Pemrograman,H1051211103,2.5,383,25,0.625
Digital Forensik,H1051211103,4.0,383,31,1.0
Fisika I,H1051211103,4.0,383,38,1.0
Jaringan Komputer,H1051211103,4.0,383,47,1.0
KKM/Kerja Praktek,H1051211103,4.0,383,51,1.0
Kalkulus,H1051211103,3.5,383,52,0.875
Kecerdasan Buatan,H1051211103,2.0,383,59,0.5
Komputer dan Masyarakat,H1051211103,4.0,383,68,1.0
Matematika Diskrit,H1051211103,4.0,383,97,1.0
Organisasi & Arsitektur Komputer,H1051211103,4.0,383,105,1.0
Pemrograman Mobile,H1051211103,4.0,383,116,1.0
Pemrograman Web,H1051211103,4.0,383,119,1.0
Pengenalan Teknologi Informasi,H1051211103,4.0,383,134,1.0
Periperal dan Interface,H1051211103,4.0,383,144,1.0
Probabilitas dan Statistik,H1051211103,3.0,383,159,0.75
Robotika,H1051211103,2.5,383,169,0.625
Semester Proyek 2,H1051211103,4.0,383,171,1.0
Sistem & Sirkuit,H1051211103,2.0,383,177,0.5
Sistem Tertanam,H1051211103,3.0,383,192,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211103,3.5,383,204,0.875
Tranduser dan Sensor,H1051211103,4.0,383,207,1.0
Bahasa Indonesia,H1051211104,3.0,384,12,0.75
Bahasa Inggris I,H1051211104,3.5,384,14,0.875
Basis Data,H1051211104,2.0,384,16,0.5
Dasar Pemrograman,H1051211104,2.5,384,25,0.625
Elektronika,H1051211104,4.0,384,34,1.0
Etika Propesi,H1051211104,0.0,384,36,0.0
Fisika I,H1051211104,2.5,384,38,0.625
Kalkulus,H1051211104,1.0,384,52,0.25
Keamanan Sistem,H1051211104,0.0,384,56,0.0
Kecerdasan Buatan,H1051211104,3.0,384,59,0.75
Kewirausahaan,H1051211104,3.5,384,65,0.875
Matematika Diskrit,H1051211104,4.0,384,97,1.0
Metode Numerik,H1051211104,1.5,384,99,0.375
Metodologi Penelitian,H1051211104,0.0,384,100,0.0
Pancasila,H1051211104,3.0,384,109,0.75
Pemrograman Mobile,H1051211104,2.5,384,116,0.625
Pemrograman Web,H1051211104,2.5,384,119,0.625
Pengenalan Teknologi Informasi,H1051211104,3.5,384,134,0.875
Periperal dan Interface,H1051211104,0.0,384,144,0.0
Probabilitas dan Statistik,H1051211104,2.0,384,159,0.5
Semester Proyek 2,H1051211104,3.0,384,171,0.75
Sistem & Sirkuit,H1051211104,1.0,384,177,0.25
Sistem Kendali,H1051211104,1.5,384,186,0.375
Sistem Mikroprosesor,H1051211104,4.0,384,188,1.0
Sistem Operasi,H1051211104,2.0,384,189,0.5
Sistem Waktu Nyata,H1051211104,3.0,384,193,0.75
Bahasa Indonesia,H1051211105,4.0,385,12,1.0
Bahasa Inggris I,H1051211105,3.0,385,14,0.75
Dasar Pemrograman,H1051211105,2.5,385,25,0.625
Fisika I,H1051211105,4.0,385,38,1.0
Kalkulus,H1051211105,2.5,385,52,0.625
Matematika Diskrit,H1051211105,4.0,385,97,1.0
Pengenalan Teknologi Informasi,H1051211105,4.0,385,134,1.0
Bahasa Indonesia,H1051211106,3.5,386,12,0.875
Bahasa Inggris I,H1051211106,4.0,386,14,1.0
Dasar Pemrograman,H1051211106,3.5,386,25,0.875
Fisika I,H1051211106,4.0,386,38,1.0
Jaringan Komputer,H1051211106,4.0,386,47,1.0
KKM/Kerja Praktek,H1051211106,4.0,386,51,1.0
Kalkulus,H1051211106,1.5,386,52,0.375
Keamanan Jaringan,H1051211106,4.0,386,55,1.0
Kecerdasan Buatan,H1051211106,3.0,386,59,0.75
Matematika Diskrit,H1051211106,4.0,386,97,1.0
Metode Numerik,H1051211106,2.0,386,99,0.5
Metodologi Penelitian,H1051211106,3.0,386,100,0.75
Organisasi & Arsitektur Komputer,H1051211106,4.0,386,105,1.0
Pemodelan dan Simulasi,H1051211106,4.0,386,111,1.0
Pemrograman Mobile,H1051211106,4.0,386,116,1.0
Pemrograman Multimedia & Animasi,H1051211106,4.0,386,117,1.0
Pengenalan Teknologi Informasi,H1051211106,3.5,386,134,0.875
Periperal dan Interface,H1051211106,4.0,386,144,1.0
Probabilitas dan Statistik,H1051211106,4.0,386,159,1.0
Robotika,H1051211106,3.5,386,169,0.875
Semester Proyek 1,H1051211106,4.0,386,170,1.0
Sistem & Sirkuit,H1051211106,3.0,386,177,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211106,4.0,386,204,1.0
Tugas Akhir,H1051211106,4.0,386,208,1.0
Bahasa Indonesia,H1051211107,3.5,387,12,0.875
Bahasa Inggris I,H1051211107,4.0,387,14,1.0
Dasar Pemrograman,H1051211107,3.0,387,25,0.75
Digital Forensik,H1051211107,4.0,387,31,1.0
Fisika I,H1051211107,4.0,387,38,1.0
Interaksi Manusia dan Komputer,H1051211107,4.0,387,45,1.0
Jaringan Komputer,H1051211107,4.0,387,47,1.0
Kalkulus,H1051211107,1.0,387,52,0.25
Kalkulus Lanjut,H1051211107,1.0,387,53,0.25
Keamanan Jaringan,H1051211107,4.0,387,55,1.0
Keamanan Sistem,H1051211107,4.0,387,56,1.0
Kecerdasan Buatan,H1051211107,4.0,387,59,1.0
Kecerdasan Kelompok,H1051211107,2.5,387,60,0.625
Kriptografi,H1051211107,4.0,387,72,1.0
Logika Samar,H1051211107,2.0,387,78,0.5
Matematika Diskrit,H1051211107,4.0,387,97,1.0
Organisasi & Arsitektur Komputer,H1051211107,4.0,387,105,1.0
Pancasila,H1051211107,4.0,387,109,1.0
Pemrograman Web,H1051211107,4.0,387,119,1.0
Pengenalan Citra dan Pola,H1051211107,2.5,387,133,0.625
Pengenalan Teknologi Informasi,H1051211107,4.0,387,134,1.0
Persamaan Diferensial,H1051211107,0.0,387,145,0.0
Probabilitas dan Statistik,H1051211107,3.0,387,159,0.75
Robotika,H1051211107,3.5,387,169,0.875
Sistem & Sirkuit,H1051211107,1.0,387,177,0.25
Sistem Manajemen Basis Data,H1051211107,4.0,387,187,1.0
Sistem Tertanam,H1051211107,3.0,387,192,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211107,3.0,387,204,0.75
Bahasa Indonesia,H1051211108,3.5,388,12,0.875
Bahasa Inggris I,H1051211108,3.0,388,14,0.75
Dasar Pemrograman,H1051211108,4.0,388,25,1.0
Fisika I,H1051211108,4.0,388,38,1.0
Jaringan Komputer,H1051211108,4.0,388,47,1.0
KKM/Kerja Praktek,H1051211108,4.0,388,51,1.0
Kalkulus,H1051211108,3.0,388,52,0.75
Kecerdasan Buatan,H1051211108,2.0,388,59,0.5
Komputer dan Masyarakat,H1051211108,4.0,388,68,1.0
Matematika Diskrit,H1051211108,4.0,388,97,1.0
Metodologi Penelitian,H1051211108,4.0,388,100,1.0
Organisasi & Arsitektur Komputer,H1051211108,3.0,388,105,0.75
Pancasila,H1051211108,4.0,388,109,1.0
Pemodelan dan Simulasi,H1051211108,4.0,388,111,1.0
Pemrograman Multimedia & Animasi,H1051211108,4.0,388,117,1.0
Pemrograman Web,H1051211108,4.0,388,119,1.0
Pengenalan Teknologi Informasi,H1051211108,3.0,388,134,0.75
Periperal dan Interface,H1051211108,4.0,388,144,1.0
Robotika,H1051211108,4.0,388,169,1.0
Semester Proyek 1,H1051211108,4.0,388,170,1.0
Teknik Penulisan & Seminar Ilmiah,H1051211108,4.0,388,204,1.0
Tranduser dan Sensor,H1051211108,4.0,388,207,1.0
Bahasa Indonesia,H1051211109,3.5,389,12,0.875
Bahasa Inggris I,H1051211109,3.0,389,14,0.75
Dasar Pemrograman,H1051211109,1.5,389,25,0.375
Fisika I,H1051211109,4.0,389,38,1.0
Kalkulus,H1051211109,3.0,389,52,0.75
Matematika Diskrit,H1051211109,4.0,389,97,1.0
Pengenalan Teknologi Informasi,H1051211109,2.0,389,134,0.5
Bahasa Indonesia,H1051211110,3.5,390,12,0.875
Bahasa Inggris I,H1051211110,3.5,390,14,0.875
Dasar Pemrograman,H1051211110,4.0,390,25,1.0
Fisika I,H1051211110,4.0,390,38,1.0
Jaringan Komputer,H1051211110,4.0,390,47,1.0
KKM/Kerja Praktek,H1051211110,4.0,390,51,1.0
Kalkulus,H1051211110,3.0,390,52,0.75
Keamanan Jaringan,H1051211110,4.0,390,55,1.0
Keamanan Sistem,H1051211110,4.0,390,56,1.0
Matematika Diskrit,H1051211110,4.0,390,97,1.0
Metode Numerik,H1051211110,3.0,390,99,0.75
Metodologi Penelitian,H1051211110,4.0,390,100,1.0
Organisasi & Arsitektur Komputer,H1051211110,3.0,390,105,0.75
Pancasila,H1051211110,4.0,390,109,1.0
Pembelajaran Mesin,H1051211110,3.0,390,110,0.75
Pemrograman Web,H1051211110,4.0,390,119,1.0
Pengenalan Teknologi Informasi,H1051211110,3.5,390,134,0.875
Pengolahan Sinyal Digital,H1051211110,4.0,390,135,1.0
Periperal dan Interface,H1051211110,4.0,390,144,1.0
Probabilitas dan Statistik,H1051211110,4.0,390,159,1.0
Robotika,H1051211110,3.5,390,169,0.875
Semester Proyek 1,H1051211110,4.0,390,170,1.0
Sistem & Sirkuit,H1051211110,2.0,390,177,0.5
Teknik Penulisan & Seminar Ilmiah,H1051211110,4.0,390,204,1.0
Bahasa Indonesia,H1051211111,3.5,391,12,0.875
Bahasa Inggris I,H1051211111,3.5,391,14,0.875
Dasar Pemrograman,H1051211111,1.5,391,25,0.375
Fisika I,H1051211111,4.0,391,38,1.0
Kalkulus,H1051211111,2.5,391,52,0.625
Matematika Diskrit,H1051211111,4.0,391,97,1.0
Pengenalan Teknologi Informasi,H1051211111,4.0,391,134,1.0
Bahasa Indonesia,H1051211112,3.0,392,12,0.75
Bahasa Inggris I,H1051211112,0.0,392,14,0.0
Dasar Pemrograman,H1051211112,0.0,392,25,0.0
Fisika I,H1051211112,0.0,392,38,0.0
Jaringan Komputer,H1051211112,2.0,392,47,0.5
Kalkulus,H1051211112,1.0,392,52,0.25
Kecerdasan Buatan,H1051211112,0.0,392,59,0.0
Matematika Diskrit,H1051211112,3.0,392,97,0.75
Organisasi & Arsitektur Komputer,H1051211112,3.0,392,105,0.75
Pancasila,H1051211112,3.0,392,109,0.75
Pengenalan Teknologi Informasi,H1051211112,2.0,392,134,0.5
Probabilitas dan Statistik,H1051211112,3.0,392,159,0.75
Bahasa Indonesia,H1051211113,3.5,393,12,0.875
Bahasa Inggris I,H1051211113,3.5,393,14,0.875
Basis Data,H1051211113,2.0,393,16,0.5
Dasar Pemrograman,H1051211113,2.0,393,25,0.5
Fisika I,H1051211113,4.0,393,38,1.0
Kalkulus,H1051211113,2.5,393,52,0.625
Kalkulus Lanjut,H1051211113,2.0,393,53,0.5
Keamanan Sistem,H1051211113,2.5,393,56,0.625
Kecerdasan Buatan,H1051211113,1.0,393,59,0.25
Komputer dan Masyarakat,H1051211113,2.5,393,68,0.625
Matematika Diskrit,H1051211113,3.0,393,97,0.75
Organisasi & Arsitektur Komputer,H1051211113,3.0,393,105,0.75
Pancasila,H1051211113,3.0,393,109,0.75
Pemodelan dan Simulasi,H1051211113,3.5,393,111,0.875
Pemrograman Multimedia & Animasi,H1051211113,4.0,393,117,1.0
Pemrograman Web,H1051211113,4.0,393,119,1.0
Pemrosesan Pararel,H1051211113,3.5,393,123,0.875
Pengenalan Citra dan Pola,H1051211113,1.5,393,133,0.375
Pengenalan Teknologi Informasi,H1051211113,4.0,393,134,1.0
Probabilitas dan Statistik,H1051211113,4.0,393,159,1.0
Rekayasa Perangkat Lunak,H1051211113,2.5,393,166,0.625
Robotika,H1051211113,2.5,393,169,0.625
Semester Proyek 1,H1051211113,4.0,393,170,1.0
Sistem & Sirkuit,H1051211113,2.0,393,177,0.5
Sistem Manajemen Basis Data,H1051211113,2.0,393,187,0.5
Sistem Tertanam,H1051211113,2.5,393,192,0.625
Teknik Penulisan & Seminar Ilmiah,H1051211113,3.5,393,204,0.875
Bahasa Indonesia,H1051211114,3.5,394,12,0.875
Bahasa Inggris I,H1051211114,4.0,394,14,1.0
Dasar Pemrograman,H1051211114,4.0,394,25,1.0
Fisika I,H1051211114,4.0,394,38,1.0
Jaringan Komputer,H1051211114,4.0,394,47,1.0
Kalkulus,H1051211114,1.0,394,52,0.25
Keamanan Sistem,H1051211114,4.0,394,56,1.0
Kecerdasan Buatan,H1051211114,4.0,394,59,1.0
Matematika Diskrit,H1051211114,4.0,394,97,1.0
Pemodelan dan Simulasi,H1051211114,4.0,394,111,1.0
Pengenalan Teknologi Informasi,H1051211114,3.0,394,134,0.75
Periperal dan Interface,H1051211114,4.0,394,144,1.0
Probabilitas dan Statistik,H1051211114,4.0,394,159,1.0
Robotika,H1051211114,3.0,394,169,0.75
Semester Proyek 1,H1051211114,4.0,394,170,1.0
Sistem & Sirkuit,H1051211114,4.0,394,177,1.0
Teknik Penulisan & Seminar Ilmiah,H1051211114,4.0,394,204,1.0
Tranduser dan Sensor,H1051211114,4.0,394,207,1.0
Bahasa Indonesia,H1051211115,4.0,395,12,1.0
Bahasa Inggris I,H1051211115,3.5,395,14,0.875
Dasar Pemrograman,H1051211115,4.0,395,25,1.0
Etika Propesi,H1051211115,4.0,395,36,1.0
Fisika I,H1051211115,3.5,395,38,0.875
Jaringan Komputer,H1051211115,4.0,395,47,1.0
KKM/Kerja Praktek,H1051211115,4.0,395,51,1.0
Kalkulus,H1051211115,4.0,395,52,1.0
Kecerdasan Buatan,H1051211115,4.0,395,59,1.0
Komputer dan Masyarakat,H1051211115,4.0,395,68,1.0
Kriptografi,H1051211115,4.0,395,72,1.0
Matematika Diskrit,H1051211115,4.0,395,97,1.0
Metodologi Penelitian,H1051211115,3.0,395,100,0.75
Organisasi & Arsitektur Komputer,H1051211115,4.0,395,105,1.0
Pancasila,H1051211115,4.0,395,109,1.0
Pemodelan dan Simulasi,H1051211115,4.0,395,111,1.0
Pemrograman Web,H1051211115,4.0,395,119,1.0
Pengenalan Citra dan Pola,H1051211115,3.5,395,133,0.875
Pengenalan Teknologi Informasi,H1051211115,4.0,395,134,1.0
Periperal dan Interface,H1051211115,4.0,395,144,1.0
Robotika,H1051211115,3.5,395,169,0.875
Sistem & Sirkuit,H1051211115,2.0,395,177,0.5
Tugas Akhir,H1051211115,3.5,395,208,0.875
Bahasa Indonesia,H1051211116,4.0,396,12,1.0
Bahasa Inggris I,H1051211116,4.0,396,14,1.0
Dasar Pemrograman,H1051211116,2.0,396,25,0.5
Fisika I,H1051211116,4.0,396,38,1.0
Jaringan Komputer,H1051211116,4.0,396,47,1.0
Kalkulus,H1051211116,3.0,396,52,0.75
Keamanan Sistem,H1051211116,4.0,396,56,1.0
Kecerdasan Buatan,H1051211116,2.0,396,59,0.5
Matematika Diskrit,H1051211116,4.0,396,97,1.0
Metode Numerik,H1051211116,3.5,396,99,0.875
Pancasila,H1051211116,4.0,396,109,1.0
Pemodelan dan Simulasi,H1051211116,3.5,396,111,0.875
Pemrograman Multimedia & Animasi,H1051211116,4.0,396,117,1.0
Pemrograman Web,H1051211116,4.0,396,119,1.0
Pengenalan Teknologi Informasi,H1051211116,3.5,396,134,0.875
Probabilitas dan Statistik,H1051211116,3.0,396,159,0.75
Robotika,H1051211116,3.5,396,169,0.875
Semester Proyek 1,H1051211116,4.0,396,170,1.0
Sistem & Sirkuit,H1051211116,3.0,396,177,0.75
Sistem Tertanam,H1051211116,3.0,396,192,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211116,3.5,396,204,0.875
Bahasa Indonesia,H1051211117,4.0,397,12,1.0
Bahasa Inggris I,H1051211117,3.5,397,14,0.875
Dasar Pemrograman,H1051211117,4.0,397,25,1.0
Fisika I,H1051211117,4.0,397,38,1.0
Jaringan Komputer,H1051211117,4.0,397,47,1.0
Kalkulus,H1051211117,1.0,397,52,0.25
Kecerdasan Buatan,H1051211117,4.0,397,59,1.0
Matematika Diskrit,H1051211117,4.0,397,97,1.0
Organisasi & Arsitektur Komputer,H1051211117,4.0,397,105,1.0
Pancasila,H1051211117,4.0,397,109,1.0
Pemrograman Multimedia & Animasi,H1051211117,4.0,397,117,1.0
Pemrograman Web,H1051211117,4.0,397,119,1.0
Pengenalan Citra dan Pola,H1051211117,4.0,397,133,1.0
Pengenalan Teknologi Informasi,H1051211117,4.0,397,134,1.0
Periperal dan Interface,H1051211117,4.0,397,144,1.0
Probabilitas dan Statistik,H1051211117,3.0,397,159,0.75
Robotika,H1051211117,4.0,397,169,1.0
Sistem & Sirkuit,H1051211117,3.0,397,177,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211117,4.0,397,204,1.0
Tugas Akhir,H1051211117,4.0,397,208,1.0
